
                                      ARENA Simulation Results
                                      Jacob - License: STUDENT

                                  Summary for Replication 1 of 20

Project: Unnamed Project                                             Run execution date :12/10/2015
Analyst: Jacob                                                       Model revision date:12/10/2015

Replication ended at time      : 180.0 Minutes 
Base Time Units: Minutes

                                           TALLY VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Observations
Table 26.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 26.Utilization                        .32776     (Insuf)    .00000     1.0000     .00000    
Table 27.NumberBusy                         .50874     (Insuf)    .00000     1.0000     1.0000    
Table 27.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 27.Utilization                        .50874     (Insuf)    .00000     1.0000     1.0000    
Table 28.NumberBusy                         .16971     (Insuf)    .00000     1.0000     .00000    
Table 28.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 28.Utilization                        .16971     (Insuf)    .00000     1.0000     .00000    
Table 29.NumberBusy                         .24834     (Insuf)    .00000     1.0000     1.0000    
Table 29.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 29.Utilization                        .24834     (Insuf)    .00000     1.0000     1.0000    
Table 30.NumberBusy                         .07733     (Insuf)    .00000     1.0000     .00000    
Table 30.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 30.Utilization                        .07733     (Insuf)    .00000     1.0000     .00000    
Table 31.NumberBusy                         .06858     (Insuf)    .00000     1.0000     1.0000    
Table 31.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 31.Utilization                        .06858     (Insuf)    .00000     1.0000     1.0000    
Table 32.NumberBusy                         .22605     (Insuf)    .00000     1.0000     .00000    
Table 32.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 32.Utilization                        .22605     (Insuf)    .00000     1.0000     .00000    
Table 33.NumberBusy                         .05826     (Insuf)    .00000     1.0000     .00000    
Table 33.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 33.Utilization                        .05826     (Insuf)    .00000     1.0000     .00000    
Table 34.NumberBusy                         .02465     (Insuf)    .00000     1.0000     .00000    
Table 34.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 34.Utilization                        .02465     (Insuf)    .00000     1.0000     .00000    
Table 35.NumberBusy                         .02833     (Insuf)    .00000     1.0000     .00000    
Table 35.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 35.Utilization                        .02833     (Insuf)    .00000     1.0000     .00000    
Table 36.NumberBusy                         .42229     (Insuf)    .00000     1.0000     .00000    
Table 36.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 36.Utilization                        .42229     (Insuf)    .00000     1.0000     .00000    
Table 37.NumberBusy                         .33885     (Insuf)    .00000     1.0000     1.0000    
Table 37.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 37.Utilization                        .33885     (Insuf)    .00000     1.0000     1.0000    
Table 38.NumberBusy                         .10069     (Insuf)    .00000     1.0000     .00000    
Table 38.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 38.Utilization                        .10069     (Insuf)    .00000     1.0000     .00000    
Table 39.NumberBusy                         .35819     (Insuf)    .00000     1.0000     .00000    
Table 39.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 39.Utilization                        .35819     (Insuf)    .00000     1.0000     .00000    
Table 40.NumberBusy                         .25058     (Insuf)    .00000     1.0000     .00000    
Table 40.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 40.Utilization                        .25058     (Insuf)    .00000     1.0000     .00000    
Table 41.NumberBusy                         .42825     (Insuf)    .00000     1.0000     1.0000    
Table 41.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 41.Utilization                        .42825     (Insuf)    .00000     1.0000     1.0000    
Table 42.NumberBusy                         .65571     (Insuf)    .00000     1.0000     1.0000    
Table 42.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 42.Utilization                        .65571     (Insuf)    .00000     1.0000     1.0000    
Table 43.NumberBusy                         .33838     (Insuf)    .00000     1.0000     1.0000    
Table 43.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 43.Utilization                        .33838     (Insuf)    .00000     1.0000     1.0000    
Table 44.NumberBusy                         .28598     (Insuf)    .00000     1.0000     .00000    
Table 44.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 44.Utilization                        .28598     (Insuf)    .00000     1.0000     .00000    
Table 45.NumberBusy                         .07271     (Insuf)    .00000     1.0000     .00000    
Table 45.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 45.Utilization                        .07271     (Insuf)    .00000     1.0000     .00000    
Table 46.NumberBusy                         .06384     (Insuf)    .00000     1.0000     .00000    
Table 46.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 46.Utilization                        .06384     (Insuf)    .00000     1.0000     .00000    
Table 47.NumberBusy                         .24337     (Insuf)    .00000     1.0000     .00000    
Table 47.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 47.Utilization                        .24337     (Insuf)    .00000     1.0000     .00000    
Table 48.NumberBusy                         .09812     (Insuf)    .00000     1.0000     .00000    
Table 48.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 48.Utilization                        .09812     (Insuf)    .00000     1.0000     .00000    
Table 49.NumberBusy                         .27448     (Insuf)    .00000     1.0000     .00000    
Table 49.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 49.Utilization                        .27448     (Insuf)    .00000     1.0000     .00000    
Table 50.NumberBusy                         .05993     (Insuf)    .00000     1.0000     .00000    
Table 50.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 50.Utilization                        .05993     (Insuf)    .00000     1.0000     .00000    
Jacob.NumberBusy                            .16169     (Insuf)    .00000     1.0000     .00000    
Jacob.NumberScheduled                       1.0000     (Insuf)    1.0000     1.0000     1.0000    
Jacob.Utilization                           .16169     (Insuf)    .00000     1.0000     .00000    
Bar Cash.NumberBusy                         .00000     (Insuf)    .00000     .00000     .00000    
Bar Cash.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
